Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.x
Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.tx
Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.allx
Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.y
Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.ty
Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.ally
Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.graph
Downloading https://github.com/kimiyoung/planetoid/raw/master/data/ind.cora.test.index
Processing...
Done!
Trial:0 --> Epoch: 001 --> accuracy: Train: 0.3357, Val: 0.2700, Test: 0.2370
Trial:0 --> Epoch: 002 --> accuracy: Train: 0.5857, Val: 0.4040, Test: 0.3860
Trial:0 --> Epoch: 003 --> accuracy: Train: 0.6071, Val: 0.4240, Test: 0.4180
Trial:0 --> Epoch: 004 --> accuracy: Train: 0.6571, Val: 0.4560, Test: 0.4590
Trial:0 --> Epoch: 005 --> accuracy: Train: 0.6786, Val: 0.5300, Test: 0.5450
Trial:0 --> Epoch: 006 --> accuracy: Train: 0.7357, Val: 0.5780, Test: 0.6030
Trial:0 --> Epoch: 007 --> accuracy: Train: 0.7857, Val: 0.6080, Test: 0.6210
Trial:0 --> Epoch: 008 --> accuracy: Train: 0.8429, Val: 0.6280, Test: 0.6350
Trial:0 --> Epoch: 009 --> accuracy: Train: 0.8500, Val: 0.6420, Test: 0.6480
Trial:0 --> Epoch: 010 --> accuracy: Train: 0.8643, Val: 0.6240, Test: 0.6320
Trial:0 --> Epoch: 011 --> accuracy: Train: 0.8643, Val: 0.6100, Test: 0.6270
Trial:0 --> Epoch: 012 --> accuracy: Train: 0.8571, Val: 0.6180, Test: 0.6250
Trial:0 --> Epoch: 013 --> accuracy: Train: 0.8643, Val: 0.6180, Test: 0.6190
Trial:0 --> Epoch: 014 --> accuracy: Train: 0.8643, Val: 0.6180, Test: 0.6210
Trial:0 --> Epoch: 015 --> accuracy: Train: 0.8286, Val: 0.6000, Test: 0.6100
Trial:0 --> Epoch: 016 --> accuracy: Train: 0.8429, Val: 0.6140, Test: 0.6220
Trial:0 --> Epoch: 017 --> accuracy: Train: 0.8429, Val: 0.6200, Test: 0.6290
Trial:0 --> Epoch: 018 --> accuracy: Train: 0.8429, Val: 0.6280, Test: 0.6350
Trial:0 --> Epoch: 019 --> accuracy: Train: 0.8286, Val: 0.6440, Test: 0.6430
Trial:0 --> Epoch: 020 --> accuracy: Train: 0.8500, Val: 0.6620, Test: 0.6540
Trial:0 --> Epoch: 021 --> accuracy: Train: 0.8500, Val: 0.6720, Test: 0.6720
Trial:0 --> Epoch: 022 --> accuracy: Train: 0.8714, Val: 0.6800, Test: 0.6890
Trial:0 --> Epoch: 023 --> accuracy: Train: 0.8714, Val: 0.6900, Test: 0.6970
Trial:0 --> Epoch: 024 --> accuracy: Train: 0.8857, Val: 0.7080, Test: 0.7050
Trial:0 --> Epoch: 025 --> accuracy: Train: 0.8857, Val: 0.7160, Test: 0.7100
Trial:0 --> Epoch: 026 --> accuracy: Train: 0.8786, Val: 0.7200, Test: 0.7110
Trial:0 --> Epoch: 027 --> accuracy: Train: 0.8786, Val: 0.7240, Test: 0.7150
Trial:0 --> Epoch: 028 --> accuracy: Train: 0.8857, Val: 0.7300, Test: 0.7160
Trial:0 --> Epoch: 029 --> accuracy: Train: 0.8857, Val: 0.7240, Test: 0.7200
Trial:0 --> Epoch: 030 --> accuracy: Train: 0.8929, Val: 0.7380, Test: 0.7290
Trial:0 --> Epoch: 031 --> accuracy: Train: 0.8929, Val: 0.7460, Test: 0.7380
Trial:0 --> Epoch: 032 --> accuracy: Train: 0.9000, Val: 0.7500, Test: 0.7570
Trial:0 --> Epoch: 033 --> accuracy: Train: 0.9143, Val: 0.7560, Test: 0.7600
Trial:0 --> Epoch: 034 --> accuracy: Train: 0.9143, Val: 0.7600, Test: 0.7630
Trial:0 --> Epoch: 035 --> accuracy: Train: 0.9143, Val: 0.7620, Test: 0.7610
Trial:0 --> Epoch: 036 --> accuracy: Train: 0.9143, Val: 0.7620, Test: 0.7600
Trial:0 --> Epoch: 037 --> accuracy: Train: 0.9143, Val: 0.7560, Test: 0.7500
Trial:0 --> Epoch: 038 --> accuracy: Train: 0.9143, Val: 0.7540, Test: 0.7470
Trial:0 --> Epoch: 039 --> accuracy: Train: 0.9071, Val: 0.7540, Test: 0.7450
Trial:0 --> Epoch: 040 --> accuracy: Train: 0.9071, Val: 0.7580, Test: 0.7410
Trial:0 --> Epoch: 041 --> accuracy: Train: 0.9071, Val: 0.7560, Test: 0.7440
Trial:0 --> Epoch: 042 --> accuracy: Train: 0.9071, Val: 0.7540, Test: 0.7450
Trial:0 --> Epoch: 043 --> accuracy: Train: 0.9071, Val: 0.7600, Test: 0.7530
Trial:0 --> Epoch: 044 --> accuracy: Train: 0.9071, Val: 0.7560, Test: 0.7560
Trial:0 --> Epoch: 045 --> accuracy: Train: 0.9071, Val: 0.7560, Test: 0.7620
Trial:0 --> Epoch: 046 --> accuracy: Train: 0.9143, Val: 0.7520, Test: 0.7620
Trial:0 --> Epoch: 047 --> accuracy: Train: 0.9214, Val: 0.7520, Test: 0.7670
Trial:0 --> Epoch: 048 --> accuracy: Train: 0.9286, Val: 0.7540, Test: 0.7650
Trial:0 --> Epoch: 049 --> accuracy: Train: 0.9286, Val: 0.7580, Test: 0.7650
Trial:0 --> Epoch: 050 --> accuracy: Train: 0.9286, Val: 0.7600, Test: 0.7670
Trial:0 --> Epoch: 051 --> accuracy: Train: 0.9286, Val: 0.7600, Test: 0.7640
Trial:0 --> Epoch: 052 --> accuracy: Train: 0.9286, Val: 0.7620, Test: 0.7680
Trial:0 --> Epoch: 053 --> accuracy: Train: 0.9286, Val: 0.7560, Test: 0.7690
Trial:0 --> Epoch: 054 --> accuracy: Train: 0.9286, Val: 0.7560, Test: 0.7650
Trial:0 --> Epoch: 055 --> accuracy: Train: 0.9214, Val: 0.7520, Test: 0.7600
Trial:0 --> Epoch: 056 --> accuracy: Train: 0.9214, Val: 0.7520, Test: 0.7620
Trial:0 --> Epoch: 057 --> accuracy: Train: 0.9143, Val: 0.7560, Test: 0.7610
Trial:0 --> Epoch: 058 --> accuracy: Train: 0.9143, Val: 0.7520, Test: 0.7550
Trial:0 --> Epoch: 059 --> accuracy: Train: 0.9143, Val: 0.7480, Test: 0.7560
Trial:0 --> Epoch: 060 --> accuracy: Train: 0.9143, Val: 0.7420, Test: 0.7540
Trial:0 --> Epoch: 061 --> accuracy: Train: 0.9143, Val: 0.7400, Test: 0.7480
Trial:0 --> Epoch: 062 --> accuracy: Train: 0.9143, Val: 0.7420, Test: 0.7490
Trial:0 --> Epoch: 063 --> accuracy: Train: 0.9143, Val: 0.7420, Test: 0.7490
Trial:0 --> Epoch: 064 --> accuracy: Train: 0.9143, Val: 0.7440, Test: 0.7470
Trial:0 --> Epoch: 065 --> accuracy: Train: 0.9214, Val: 0.7400, Test: 0.7450
Trial:0 --> Epoch: 066 --> accuracy: Train: 0.9214, Val: 0.7360, Test: 0.7410
Trial:0 --> Epoch: 067 --> accuracy: Train: 0.9214, Val: 0.7320, Test: 0.7400
Trial:0 --> Epoch: 068 --> accuracy: Train: 0.9286, Val: 0.7360, Test: 0.7420
Trial:0 --> Epoch: 069 --> accuracy: Train: 0.9429, Val: 0.7340, Test: 0.7450
Trial:0 --> Epoch: 070 --> accuracy: Train: 0.9429, Val: 0.7320, Test: 0.7470
Trial:0 --> Epoch: 071 --> accuracy: Train: 0.9429, Val: 0.7300, Test: 0.7440
Trial:0 --> Epoch: 072 --> accuracy: Train: 0.9429, Val: 0.7300, Test: 0.7460
Trial:0 --> Epoch: 073 --> accuracy: Train: 0.9429, Val: 0.7300, Test: 0.7480
Trial:0 --> Epoch: 074 --> accuracy: Train: 0.9429, Val: 0.7300, Test: 0.7500
Trial:0 --> Epoch: 075 --> accuracy: Train: 0.9429, Val: 0.7320, Test: 0.7520
Trial:0 --> Epoch: 076 --> accuracy: Train: 0.9429, Val: 0.7320, Test: 0.7490
Trial:0 --> Epoch: 077 --> accuracy: Train: 0.9500, Val: 0.7360, Test: 0.7470
Trial:0 --> Epoch: 078 --> accuracy: Train: 0.9500, Val: 0.7340, Test: 0.7510
Trial:0 --> Epoch: 079 --> accuracy: Train: 0.9500, Val: 0.7380, Test: 0.7570
Trial:0 --> Epoch: 080 --> accuracy: Train: 0.9500, Val: 0.7380, Test: 0.7590
Trial:0 --> Epoch: 081 --> accuracy: Train: 0.9500, Val: 0.7360, Test: 0.7590
Trial:0 --> Epoch: 082 --> accuracy: Train: 0.9500, Val: 0.7340, Test: 0.7580
Trial:0 --> Epoch: 083 --> accuracy: Train: 0.9500, Val: 0.7340, Test: 0.7590
Trial:0 --> Epoch: 084 --> accuracy: Train: 0.9500, Val: 0.7380, Test: 0.7590
Trial:0 --> Epoch: 085 --> accuracy: Train: 0.9500, Val: 0.7380, Test: 0.7600
Trial:0 --> Epoch: 086 --> accuracy: Train: 0.9571, Val: 0.7420, Test: 0.7640
Trial:0 --> Epoch: 087 --> accuracy: Train: 0.9571, Val: 0.7440, Test: 0.7690
Trial:0 --> Epoch: 088 --> accuracy: Train: 0.9571, Val: 0.7520, Test: 0.7700
Trial:0 --> Epoch: 089 --> accuracy: Train: 0.9571, Val: 0.7520, Test: 0.7700
Trial:0 --> Epoch: 090 --> accuracy: Train: 0.9571, Val: 0.7540, Test: 0.7720
Trial:0 --> Epoch: 091 --> accuracy: Train: 0.9571, Val: 0.7540, Test: 0.7730
Trial:0 --> Epoch: 092 --> accuracy: Train: 0.9643, Val: 0.7540, Test: 0.7730
Trial:0 --> Epoch: 093 --> accuracy: Train: 0.9714, Val: 0.7600, Test: 0.7740
Trial:0 --> Epoch: 094 --> accuracy: Train: 0.9786, Val: 0.7600, Test: 0.7770
Trial:0 --> Epoch: 095 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7790
Trial:0 --> Epoch: 096 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7780
Trial:0 --> Epoch: 097 --> accuracy: Train: 0.9786, Val: 0.7560, Test: 0.7790
Trial:0 --> Epoch: 098 --> accuracy: Train: 0.9786, Val: 0.7540, Test: 0.7800
Trial:0 --> Epoch: 099 --> accuracy: Train: 0.9714, Val: 0.7540, Test: 0.7760
Trial:0 --> Epoch: 100 --> accuracy: Train: 0.9714, Val: 0.7540, Test: 0.7740
Trial:0 --> Epoch: 101 --> accuracy: Train: 0.9714, Val: 0.7540, Test: 0.7720
Trial:0 --> Epoch: 102 --> accuracy: Train: 0.9714, Val: 0.7500, Test: 0.7730
Trial:0 --> Epoch: 103 --> accuracy: Train: 0.9714, Val: 0.7480, Test: 0.7700
Trial:0 --> Epoch: 104 --> accuracy: Train: 0.9714, Val: 0.7480, Test: 0.7710
Trial:0 --> Epoch: 105 --> accuracy: Train: 0.9714, Val: 0.7500, Test: 0.7740
Trial:0 --> Epoch: 106 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7750
Trial:0 --> Epoch: 107 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7770
Trial:0 --> Epoch: 108 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7760
Trial:0 --> Epoch: 109 --> accuracy: Train: 0.9714, Val: 0.7560, Test: 0.7750
Trial:0 --> Epoch: 110 --> accuracy: Train: 0.9714, Val: 0.7520, Test: 0.7700
Trial:0 --> Epoch: 111 --> accuracy: Train: 0.9714, Val: 0.7560, Test: 0.7700
Trial:0 --> Epoch: 112 --> accuracy: Train: 0.9714, Val: 0.7560, Test: 0.7740
Trial:0 --> Epoch: 113 --> accuracy: Train: 0.9714, Val: 0.7580, Test: 0.7750
Trial:0 --> Epoch: 114 --> accuracy: Train: 0.9786, Val: 0.7600, Test: 0.7790
Trial:0 --> Epoch: 115 --> accuracy: Train: 0.9786, Val: 0.7640, Test: 0.7810
Trial:0 --> Epoch: 116 --> accuracy: Train: 0.9786, Val: 0.7640, Test: 0.7860
Trial:0 --> Epoch: 117 --> accuracy: Train: 0.9786, Val: 0.7700, Test: 0.7850
Trial:0 --> Epoch: 118 --> accuracy: Train: 0.9786, Val: 0.7720, Test: 0.7860
Trial:0 --> Epoch: 119 --> accuracy: Train: 0.9786, Val: 0.7720, Test: 0.7860
Trial:0 --> Epoch: 120 --> accuracy: Train: 0.9786, Val: 0.7720, Test: 0.7860
Trial:0 --> Epoch: 121 --> accuracy: Train: 0.9786, Val: 0.7660, Test: 0.7840
Trial:0 --> Epoch: 122 --> accuracy: Train: 0.9786, Val: 0.7640, Test: 0.7850
Trial:0 --> Epoch: 123 --> accuracy: Train: 0.9786, Val: 0.7600, Test: 0.7840
Trial:0 --> Epoch: 124 --> accuracy: Train: 0.9786, Val: 0.7620, Test: 0.7820
Trial:0 --> Epoch: 125 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7830
Trial:0 --> Epoch: 126 --> accuracy: Train: 0.9786, Val: 0.7600, Test: 0.7810
Trial:0 --> Epoch: 127 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7810
Trial:0 --> Epoch: 128 --> accuracy: Train: 0.9786, Val: 0.7600, Test: 0.7800
Trial:0 --> Epoch: 129 --> accuracy: Train: 0.9786, Val: 0.7560, Test: 0.7810
Trial:0 --> Epoch: 130 --> accuracy: Train: 0.9786, Val: 0.7560, Test: 0.7800
Trial:0 --> Epoch: 131 --> accuracy: Train: 0.9786, Val: 0.7540, Test: 0.7790
Trial:0 --> Epoch: 132 --> accuracy: Train: 0.9786, Val: 0.7520, Test: 0.7810
Trial:0 --> Epoch: 133 --> accuracy: Train: 0.9786, Val: 0.7540, Test: 0.7800
Trial:0 --> Epoch: 134 --> accuracy: Train: 0.9786, Val: 0.7580, Test: 0.7800
Trial:0 --> Epoch: 135 --> accuracy: Train: 0.9786, Val: 0.7620, Test: 0.7790
Trial:0 --> Epoch: 136 --> accuracy: Train: 0.9786, Val: 0.7640, Test: 0.7800
Trial:0 --> Epoch: 137 --> accuracy: Train: 0.9786, Val: 0.7640, Test: 0.7820
Trial:0 --> Epoch: 138 --> accuracy: Train: 0.9786, Val: 0.7660, Test: 0.7830
Trial:0 --> Epoch: 139 --> accuracy: Train: 0.9786, Val: 0.7680, Test: 0.7850
Trial:0 --> Epoch: 140 --> accuracy: Train: 0.9786, Val: 0.7700, Test: 0.7860
Trial:0 --> Epoch: 141 --> accuracy: Train: 0.9786, Val: 0.7700, Test: 0.7910
